,A,CS2,C_WP,DER,DP,E,G2,GS2,INN,PB,PO,SB2,SBPCT,TC,team,year
900,1687,-,-,-,161,109,162,162,1444.2,35,3297,-,.---,5093,Texas Rangers,1989
901,1829,-,-,-,186,115,162,162,1454.0,15,3362,-,.---,5306,California Angels,1989
902,1712,-,-,-,152,113,162,162,1443.1,18,3365,-,.---,5190,Seattle Mariners,1989
903,1578,-,-,-,123,113,162,162,1442.0,10,3270,-,.---,4961,Los Angeles Dodgers,1989
904,1534,-,-,-,107,119,162,162,1440.0,20,3332,-,.---,4985,New York Mets,1989
905,1702,-,-,-,152,121,162,162,1445.0,11,3109,-,.---,4932,Milwaukee Brewers,1989
906,1713,-,-,-,133,125,162,162,1429.2,15,3190,-,.---,5028,Atlanta Braves,1989
907,1633,-,-,-,141,124,162,162,1461.2,9,3205,-,.---,4962,San Diego Padres,1989
908,1773,-,-,-,163,69,162,162,1448.1,8,3106,-,.---,4948,Baltimore Orioles,1988
909,1856,-,-,-,173,78,162,162,1454.1,14,3260,-,.---,5194,California Angels,1988
910,1835,-,-,-,134,84,164,164,1461.0,12,3318,-,.---,5237,St. Louis Cardinals,1988
911,1730,-,-,-,139,86,162,162,1451.2,12,3296,-,.---,5112,Kansas City Royals,1988
912,1698,-,-,-,135,90,162,162,1457.0,11,3227,-,.---,5015,San Francisco Giants,1988
913,1563,-,-,-,141,86,162,162,1429.1,8,3058,-,.---,4707,Minnesota Twins,1988
914,1641,-,-,-,153,95,160,160,1463.1,10,3332,-,.---,5068,Los Angeles Dodgers,1988
915,1837,-,-,-,164,101,162,162,1467.0,16,3313,-,.---,5251,Toronto Blue Jays,1988
916,1699,-,-,-,130,99,162,162,1460.1,12,3238,-,.---,5036,Chicago Cubs,1988
917,1674,-,-,-,162,102,162,162,1460.1,11,3368,-,.---,5144,Boston Red Sox,1988
918,1712,-,-,-,126,100,162,162,1453.0,17,3179,-,.---,4991,Cleveland Indians,1988
919,1702,-,-,-,183,98,161,161,1414.2,7,3083,-,.---,4883,New York Yankees,1988
920,1648,-,-,-,108,103,162,162,1464.1,8,3304,-,.---,5055,Cincinnati Reds,1988
921,1793,-,-,-,126,114,162,162,1468.1,11,3439,-,.---,5346,Montreal Expos,1988
922,1621,-,-,-,137,107,162,162,1434.1,42,3276,-,.---,5004,Texas Rangers,1988
923,1734,-,-,-,153,108,162,162,1427.1,10,3160,-,.---,5002,Detroit Tigers,1988
924,1617,-,-,-,159,108,162,162,1448.1,13,3137,-,.---,4862,Oakland Athletics,1988
925,1733,-,-,-,168,113,162,162,1438.0,10,3212,-,.---,5058,Seattle Mariners,1988
926,1733,-,-,-,136,116,163,163,1433.1,6,3260,-,.---,5109,Philadelphia Phillies,1988
927,1441,-,-,-,110,114,162,162,1454.1,11,3198,-,.---,4753,New York Mets,1988
928,1783,-,-,-,147,130,162,162,1457.1,14,3303,-,.---,5216,San Diego Padres,1988
929,1769,-,-,-,164,127,162,162,1432.1,11,3160,-,.---,5056,Milwaukee Brewers,1988
930,1619,-,-,-,121,131,162,162,1479.1,14,3246,-,.---,4996,Houston Astros,1988
931,1709,-,-,-,124,134,161,161,1447.2,14,3235,-,.---,5078,Atlanta Braves,1988
932,1695,-,-,-,176,131,161,161,1422.0,16,3097,-,.---,4923,Chicago White Sox,1988
933,1720,-,-,-,130,140,164,164,1487.2,19,3267,-,.---,5127,Pittsburgh Pirates,1988
934,1469,-,-,-,155,65,162,162,1431.2,13,3065,-,.---,4599,Minnesota Twins,1987
935,1519,-,-,-,123,71,162,162,1426.1,14,3203,-,.---,4793,Boston Red Sox,1987
936,1711,-,-,-,170,78,162,162,1449.0,12,3241,-,.---,5030,Toronto Blue Jays,1987
937,1598,-,-,-,151,78,162,162,1489.1,13,3254,-,.---,4930,Oakland Athletics,1987
938,1798,-,-,-,175,87,162,162,1455.2,13,3170,-,.---,5055,California Angels,1987
939,1868,-,-,-,131,96,162,162,1470.2,9,3371,-,.---,5335,St. Louis Cardinals,1987
940,1592,-,-,-,129,90,162,162,1445.2,8,3120,-,.---,4802,Detroit Tigers,1987
941,1692,-,-,-,147,96,161,161,1428.1,12,3205,-,.---,4993,Kansas City Royals,1987
942,1600,-,-,-,127,96,160,160,1439.0,15,3273,-,.---,4969,New York Mets,1987
943,1780,-,-,-,145,100,162,162,1462.1,19,3286,-,.---,5166,San Francisco Giants,1987
944,1805,-,-,-,128,101,163,163,1464.1,15,3292,-,.---,5198,Chicago Cubs,1987
945,1691,-,-,-,172,94,161,161,1416.0,18,3043,-,.---,4828,Baltimore Orioles,1987
946,1655,-,-,-,131,95,162,162,1434.0,10,3121,-,.---,4871,Cleveland Indians,1987
947,1780,-,-,-,131,104,161,161,1455.0,13,3309,-,.---,5193,Cincinnati Reds,1987
948,1735,-,-,-,147,105,161,161,1449.0,11,3264,-,.---,5104,San Diego Padres,1987
949,1777,-,-,-,128,105,160,160,1440.2,8,3202,-,.---,5084,Pittsburgh Pirates,1987
950,1719,-,-,-,145,109,161,161,1438.2,36,3238,-,.---,5066,Texas Rangers,1987
951,1685,-,-,-,146,107,162,162,1449.1,10,3150,-,.---,4942,Milwaukee Brewers,1987
952,1723,-,-,-,126,113,162,162,1463.1,7,3358,-,.---,5194,Los Angeles Dodgers,1987
953,1641,-,-,-,161,107,161,161,1456.0,5,3158,-,.---,4906,New York Yankees,1987
954,1584,-,-,-,168,107,161,161,1428.0,16,3208,-,.---,4899,Seattle Mariners,1987
955,1690,-,-,-,124,122,162,162,1474.2,8,3359,-,.---,5171,Houston Astros,1987
956,1795,-,-,-,145,126,163,163,1482.2,14,3383,-,.---,5304,Montreal Expos,1987
957,1811,-,-,-,177,124,161,161,1439.0,10,3160,-,.---,5095,Chicago White Sox,1987
958,1622,-,-,-,139,126,162,162,1433.0,18,3149,-,.---,4897,Philadelphia Phillies,1987
959,1754,-,-,-,138,136,160,160,1446.0,12,3224,-,.---,5114,Atlanta Braves,1987
960,1664,-,-,-,155,85,162,162,1446.1,22,3229,-,.---,4978,New York Yankees,1986
961,1660,-,-,-,148,88,162,162,1454.0,13,3388,-,.---,5136,Toronto Blue Jays,1986
962,1833,-,-,-,172,90,162,162,1466.0,16,3300,-,.---,5223,St. Louis Cardinals,1986
963,1578,-,-,-,147,85,162,162,1427.1,21,3226,-,.---,4889,Minnesota Twins,1986
964,1723,-,-,-,174,90,162,162,1439.2,5,3246,-,.---,5059,Baltimore Orioles,1986
965,1637,-,-,-,158,89,162,162,1436.0,30,3267,-,.---,4993,Boston Red Sox,1986
966,1614,-,-,-,162,93,162,162,1457.1,11,3189,-,.---,4896,California Angels,1986
967,1891,-,-,-,170,101,161,161,1427.2,11,3296,-,.---,5288,Atlanta Braves,1986
968,1750,-,-,-,174,97,162,162,1447.2,11,3178,-,.---,5025,Chicago White Sox,1986
969,1672,-,-,-,137,99,162,162,1448.1,17,3235,-,.---,5006,Philadelphia Phillies,1986
970,1835,-,-,-,183,107,162,162,1471.0,15,3458,-,.---,5400,San Francisco Giants,1986
971,1576,-,-,-,113,100,162,162,1441.1,11,3346,-,.---,5022,Houston Astros,1986
972,1823,-,-,-,151,107,162,162,1424.0,17,3346,-,.---,5276,Kansas City Royals,1986
973,1796,-,-,-,147,106,162,162,1445.0,9,3296,-,.---,5198,Pittsburgh Pirates,1986
974,1680,-,-,-,147,103,162,162,1456.0,13,3251,-,.---,5034,Detroit Tigers,1986
975,1611,-,-,-,137,104,162,162,1452.1,13,3195,-,.---,4910,Cincinnati Reds,1986
976,1715,-,-,-,150,108,162,162,1430.2,4,3263,-,.---,5086,Seattle Mariners,1986
977,1775,-,-,-,137,113,162,162,1454.0,9,3330,-,.---,5218,New York Mets,1986
978,1628,-,-,-,122,110,162,162,1445.2,18,3266,-,.---,5004,Oakland Athletics,1986
979,1652,-,-,-,148,114,162,162,1444.1,73,3357,-,.---,5123,Texas Rangers,1986
980,1755,-,-,-,154,117,161,161,1434.2,13,3364,-,.---,5236,Chicago Cubs,1986
981,1577,-,-,-,155,116,162,162,1464.0,13,3182,-,.---,4875,Milwaukee Brewers,1986
982,1759,-,-,-,144,128,162,162,1455.0,8,3458,-,.---,5345,Los Angeles Dodgers,1986
983,1766,-,-,-,135,125,162,162,1433.1,22,3261,-,.---,5152,San Diego Padres,1986
984,1649,-,-,-,122,129,162,162,1450.1,8,3302,-,.---,5080,Montreal Expos,1986
985,1597,-,-,-,128,131,162,162,1422.2,16,3075,-,.---,4803,Cleveland Indians,1986
986,1641,-,-,-,150,79,163,163,1476.0,9,3340,-,.---,5060,Toronto Blue Jays,1985
987,1691,-,-,-,156,84,162,162,1456.0,12,3207,-,.---,4982,California Angels,1985
988,1623,-,-,-,142,90,162,162,1442.1,14,3188,-,.---,4901,Chicago White Sox,1985
989,1693,-,-,-,163,92,162,162,1443.2,12,3208,-,.---,4993,Detroit Tigers,1985
990,1754,-,-,-,147,97,160,160,1445.0,17,3363,-,.---,5214,Chicago Cubs,1985
991,1616,-,-,-,160,94,162,162,1450.1,25,3322,-,.---,5032,Texas Rangers,1985
992,1759,-,-,-,178,99,161,161,1466.1,9,3235,-,.---,5093,St. Louis Cardinals,1985
993,1735,-,-,-,153,99,162,162,1440.2,16,3244,-,.---,5078,Kansas City Royals,1985
994,1600,-,-,-,168,99,162,162,1432.2,12,3159,-,.---,4858,Minnesota Twins,1985
995,2003,-,-,-,181,117,161,161,1424.2,11,3430,-,.---,5550,Atlanta Braves,1985
996,1565,-,-,-,146,104,161,161,1429.2,16,3191,-,.---,4860,Boston Red Sox,1985
997,1746,-,-,-,132,114,161,161,1466.1,21,3438,-,.---,5298,Montreal Expos,1985
998,1883,-,-,-,134,116,162,162,1450.2,9,3343,-,.---,5342,Pittsburgh Pirates,1985
999,1645,-,-,-,153,107,162,162,1443.1,17,3167,-,.---,4919,New York Yankees,1985
1000,1747,-,-,-,145,116,162,162,1484.0,8,3385,-,.---,5248,New York Mets,1985
1001,1628,-,-,-,163,110,162,162,1436.2,7,3208,-,.---,4946,Baltimore Orioles,1985
1002,1573,-,-,-,120,107,162,162,1433.0,16,3129,-,.---,4809,Oakland Athletics,1985
1003,1788,-,-,-,160,116,162,162,1468.0,13,3291,-,.---,5195,Cincinnati Reds,1985
1004,1536,-,-,-,108,114,162,162,1456.1,9,3359,-,.---,5009,Houston Astros,1985
1005,1758,-,-,-,149,121,162,162,1460.1,12,3337,-,.---,5216,San Francisco Giants,1985
1006,1589,-,-,-,135,118,162,162,1443.1,14,3265,-,.---,4972,San Diego Padres,1985
1007,1716,-,-,-,157,123,161,161,1451.2,23,3222,-,.---,5061,Philadelphia Phillies,1985
1008,1792,-,-,-,191,132,162,162,1439.2,17,3352,-,.---,5276,Seattle Mariners,1985
1009,1489,-,-,-,146,121,161,161,1431.2,15,3121,-,.---,4731,Milwaukee Brewers,1985
1010,1668,-,-,-,148,132,163,163,1447.2,20,3111,-,.---,4911,Cleveland Indians,1985
1011,1764,-,-,-,118,148,162,162,1454.1,11,3416,-,.---,5328,Los Angeles Dodgers,1985
1012,1815,-,-,-,166,90,162,162,1464.0,15,3300,-,.---,5205,St. Louis Cardinals,1984
1013,1674,-,-,-,138,93,162,162,1488.0,9,3456,-,.---,5223,New York Mets,1984
1014,1797,-,-,-,202,96,162,162,1457.1,8,3204,-,.---,5097,California Angels,1984
1015,1767,-,-,-,127,101,161,161,1445.1,6,3320,-,.---,5188,Pittsburgh Pirates,1984
1016,1648,-,-,-,152,98,163,163,1451.2,11,3284,-,.---,5030,Chicago White Sox,1984
1017,1883,-,-,-,160,104,162,162,1461.0,10,3297,-,.---,5284,Kansas City Royals,1984
1018,1800,-,-,-,156,102,162,162,1432.0,22,3249,-,.---,5151,Seattle Mariners,1984
1019,1825,-,-,-,152,104,161,161,1457.0,16,3316,-,.---,5245,Montreal Expos,1984
1020,1687,-,-,-,164,100,161,161,1448.0,3,3207,-,.---,4994,Toronto Blue Jays,1984
1021,1640,-,-,-,142,100,162,162,1451.1,10,3205,-,.---,4945,Cincinnati Reds,1984
1022,1689,-,-,-,139,100,162,162,1426.1,13,3110,-,.---,4899,Minnesota Twins,1984
1023,1665,-,-,-,145,104,161,161,1411.2,23,3187,-,.---,4956,Texas Rangers,1984
1024,1686,-,-,-,158,105,162,162,1451.1,6,3197,-,.---,4988,San Diego Padres,1984
1025,1908,-,-,-,150,113,162,162,1442.1,17,3331,-,.---,5352,Chicago Cubs,1984
1026,1528,-,-,-,172,105,161,161,1440.1,18,3085,-,.---,4718,New York Yankees,1984
1027,1734,-,-,-,142,115,162,162,1447.0,15,3291,-,.---,5140,Philadelphia Phillies,1984
1028,1821,-,-,-,161,119,163,163,1461.1,14,3342,-,.---,5282,Boston Red Sox,1984
1029,1654,-,-,-,152,113,161,161,1456.0,10,3234,-,.---,5001,Detroit Tigers,1984
1030,1680,-,-,-,168,112,161,161,1427.1,4,3120,-,.---,4912,Baltimore Orioles,1984
1031,1745,-,-,-,134,122,162,162,1448.0,20,3352,-,.---,5219,San Francisco Giants,1984
1032,2001,-,-,-,197,131,162,162,1457.1,8,3455,-,.---,5587,Atlanta Braves,1984
1033,1540,-,-,-,137,112,162,162,1453.0,19,3086,-,.---,4738,Oakland Athletics,1984
1034,1659,-,-,-,153,117,161,161,1437.0,12,3144,-,.---,4920,Milwaukee Brewers,1984
1035,1756,-,-,-,159,129,162,162,1458.0,36,3310,-,.---,5195,Houston Astros,1984
1036,1663,-,-,-,161,121,162,162,1421.0,13,3029,-,.---,4813,Cleveland Indians,1984
1037,1869,-,-,-,131,142,162,162,1465.0,7,3458,-,.---,5469,Los Angeles Dodgers,1984
1038,1955,-,-,-,184,97,162,162,1449.0,14,3385,-,.---,5437,St. Louis Cardinals,1983
1039,1761,-,-,-,160,92,162,162,1454.1,4,3247,-,.---,5100,Chicago White Sox,1983
1040,1818,-,-,-,137,95,161,161,1434.0,10,3264,-,.---,5177,Chicago Cubs,1983
1041,1631,-,-,-,166,95,163,163,1464.0,9,3196,-,.---,4922,Toronto Blue Jays,1983
1042,1747,-,-,-,142,107,162,162,1470.0,6,3311,-,.---,5165,Pittsburgh Pirates,1983
1043,1874,-,-,-,166,107,162,162,1439.1,9,3179,-,.---,5160,Baltimore Orioles,1983
1044,1929,-,-,-,153,113,162,162,1447.0,7,3394,-,.---,5436,Atlanta Braves,1983
1045,1766,-,-,-,170,107,162,162,1458.0,4,3173,-,.---,5046,California Angels,1983
1046,1631,-,-,-,134,102,162,162,1437.2,4,3029,-,.---,4762,Minnesota Twins,1983
1047,1818,-,-,-,160,114,162,162,1449.1,38,3340,-,.---,5272,Houston Astros,1983
1048,1604,-,-,-,154,108,162,162,1442.2,14,3242,-,.---,4954,New York Mets,1983
1049,1837,-,-,-,157,111,162,162,1444.0,3,3137,-,.---,5085,Kansas City Royals,1983
1050,1644,-,-,-,162,109,162,162,1464.0,16,3227,-,.---,4980,Detroit Tigers,1983
1051,1594,-,-,-,116,109,162,162,1461.1,18,3221,-,.---,4924,Cincinnati Reds,1983
1052,1662,-,-,-,143,112,162,162,1442.0,17,3254,-,.---,5028,Seattle Mariners,1983
1053,1785,-,-,-,156,114,161,161,1433.0,8,3174,-,.---,5073,Milwaukee Brewers,1983
1054,1632,-,-,-,147,113,161,161,1431.0,8,3191,-,.---,4936,Montreal Expos,1983
1055,1721,-,-,-,177,121,162,162,1465.1,8,3270,-,.---,5112,New York Yankees,1983
1056,1591,-,-,-,144,117,162,162,1460.1,12,3141,-,.---,4849,San Diego Padres,1983
1057,1641,-,-,-,138,121,161,161,1438.2,33,3197,-,.---,4959,Texas Rangers,1983
1058,1710,-,-,-,128,126,162,162,1442.0,10,3235,-,.---,5071,Boston Red Sox,1983
1059,1475,-,-,-,159,113,162,162,1430.0,9,2948,-,.---,4536,Oakland Athletics,1983
1060,1675,-,-,-,163,122,163,163,1467.2,14,3091,-,.---,4888,Cleveland Indians,1983
1061,1889,-,-,-,146,145,162,162,1460.2,11,3457,-,.---,5491,Los Angeles Dodgers,1983
1062,1771,-,-,-,112,137,162,162,1458.1,10,3277,-,.---,5185,Philadelphia Phillies,1983
1063,1805,-,-,-,134,142,162,162,1461.0,18,3294,-,.---,5241,San Francisco Giants,1983
1064,1872,-,-,-,151,89,163,163,1466.2,14,3264,-,.---,5225,Texas Rangers,1982
1065,1955,-,-,-,164,93,162,162,1428.2,24,3341,-,.---,5389,Chicago Cubs,1982
1066,1754,-,-,-,174,90,162,162,1441.2,16,3137,-,.---,4981,Cleveland Indians,1982
1067,1698,-,-,-,165,94,162,162,1462.1,9,3350,-,.---,5142,Pittsburgh Pirates,1982
1068,1827,-,-,-,158,97,162,162,1445.1,12,3310,-,.---,5234,Chicago White Sox,1982
1069,1639,-,-,-,130,93,163,163,1471.0,8,3256,-,.---,4988,Montreal Expos,1982
1070,1594,-,-,-,148,90,162,162,1445.1,7,3127,-,.---,4811,Toronto Blue Jays,1982
1071,1745,-,-,-,162,96,162,162,1454.0,8,3134,-,.---,4975,Milwaukee Brewers,1982
1072,1674,-,-,-,142,97,162,162,1451.0,12,3243,-,.---,5014,Detroit Tigers,1982
1073,1588,-,-,-,121,94,162,162,1441.1,16,3176,-,.---,4858,Cincinnati Reds,1982
1074,1753,-,-,-,159,98,162,162,1452.1,5,3200,-,.---,5051,Baltimore Orioles,1982
1075,1648,-,-,-,170,100,162,162,1437.1,11,3064,-,.---,4812,Minnesota Twins,1982
1076,1692,-,-,-,135,108,163,163,1467.2,9,3266,-,.---,5066,San Diego Padres,1982
1077,1813,-,-,-,176,113,162,162,1440.2,6,3299,-,.---,5225,Atlanta Braves,1982
1078,1788,-,-,-,159,114,162,162,1418.1,16,3268,-,.---,5170,Seattle Mariners,1982
1079,1705,-,-,-,157,113,162,162,1456.2,6,3204,-,.---,5022,New York Yankees,1982
1080,1885,-,-,-,173,120,162,162,1460.2,19,3304,-,.---,5309,St. Louis Cardinals,1982
1081,1677,-,-,-,168,114,162,162,1446.1,8,3133,-,.---,4924,Boston Red Sox,1982
1082,2033,-,-,-,190,129,162,162,1474.0,6,3342,-,.---,5504,California Angels,1982
1083,1813,-,-,-,165,125,162,162,1466.1,35,3321,-,.---,5259,Houston Astros,1982
1084,1775,-,-,-,117,131,163,163,1461.2,13,3410,-,.---,5316,Philadelphia Phillies,1982
1085,1858,-,-,-,171,135,162,162,1451.0,12,3238,-,.---,5231,New York Mets,1982
1086,1787,-,-,-,132,149,163,163,1464.0,20,3380,-,.---,5316,Los Angeles Dodgers,1982
1087,1563,-,-,-,157,132,162,162,1454.1,14,3010,-,.---,4705,Oakland Athletics,1982
1088,1727,-,-,-,109,144,162,162,1445.2,11,3231,-,.---,5102,San Francisco Giants,1982
1089,1788,-,-,-,178,143,163,163,1437.2,4,3027,-,.---,4958,Kansas City Royals,1982
1090,1682,-,-,-,140,82,163,163,1462.1,7,3083,-,.---,4847,Baltimore Orioles,1981
1091,2005,-,-,-,169,94,162,162,1465.1,14,3336,-,.---,5435,St. Louis Cardinals,1981
1092,1955,-,-,-,171,97,162,162,1464.0,4,3346,-,.---,5398,California Angels,1981
1093,1875,-,-,-,169,93,162,162,1431.0,19,3197,-,.---,5165,Texas Rangers,1981
1094,1796,-,-,-,172,95,162,162,1453.0,16,3286,-,.---,5177,Boston Red Sox,1981
1095,1716,-,-,-,129,95,162,162,1468.1,6,3225,-,.---,5036,Cleveland Indians,1981
1096,1784,-,-,-,138,98,162,162,1456.1,11,3313,-,.---,5195,Philadelphia Phillies,1981
1097,1803,-,-,-,165,102,162,162,1451.0,15,3243,-,.---,5148,Detroit Tigers,1981
1098,1857,-,-,-,110,105,162,162,1447.1,13,3264,-,.---,5226,Chicago Cubs,1981
1099,1521,-,-,-,162,94,162,162,1433.0,6,3029,-,.---,4644,Minnesota Twins,1981
1100,1602,-,-,-,117,102,162,162,1460.2,8,3273,-,.---,4977,Montreal Expos,1981
1101,1894,-,-,-,186,111,162,162,1463.0,13,3368,-,.---,5373,Atlanta Braves,1981
1102,1919,-,-,-,131,115,162,162,1488.1,16,3483,-,.---,5517,Los Angeles Dodgers,1981
1103,1791,-,-,-,185,108,163,163,1467.1,12,3188,-,.---,5087,Milwaukee Brewers,1981
1104,1799,-,-,-,154,112,162,162,1446.2,32,3304,-,.---,5215,Houston Astros,1981
1105,1657,-,-,-,158,109,162,162,1459.0,15,3219,-,.---,4985,New York Yankees,1981
1106,1739,0,-,-,146,112,162,162,1443.2,7,3228,0,.---,5079,Toronto Blue Jays,1981
1107,1716,-,-,-,158,115,162,162,1460.1,12,3373,-,.---,5204,Cincinnati Reds,1981
1108,1829,-,-,-,133,117,162,162,1466.2,12,3339,-,.---,5285,Pittsburgh Pirates,1981
1109,1722,-,-,-,140,109,162,162,1431.0,6,3018,-,.---,4849,Kansas City Royals,1981
1110,1725,-,-,-,158,120,162,162,1476.1,10,3375,-,.---,5220,Seattle Mariners,1981
1111,1874,-,-,-,173,122,162,162,1439.0,13,3256,-,.---,5252,Chicago White Sox,1981
1112,1788,-,-,-,142,129,162,162,1476.0,11,3287,-,.---,5204,San Diego Padres,1981
1113,1869,-,-,-,125,142,162,162,1465.1,7,3334,-,.---,5345,San Francisco Giants,1981
1114,1618,-,-,-,140,131,162,162,1456.0,8,3041,-,.---,4790,Oakland Athletics,1981
1115,1790,-,-,-,134,153,162,162,1447.1,6,3231,-,.---,5174,New York Mets,1981
1116,1246,-,-,-,109,56,109,109,969.1,8,2157,-,.---,3459,Detroit Tigers,1980
1117,1143,-,-,-,100,54,107,107,948.0,5,2105,-,.---,3302,New York Yankees,1980
1118,1333,-,-,-,135,63,109,109,986.0,9,2201,-,.---,3597,Milwaukee Brewers,1980
1119,1314,-,-,-,102,62,105,105,940.1,10,2162,-,.---,3538,Texas Rangers,1980
1120,1194,-,-,-,114,60,105,105,940.0,11,2069,-,.---,3323,Baltimore Orioles,1980
1121,1246,-,-,-,90,67,107,107,960.1,2,2179,-,.---,3492,Philadelphia Phillies,1980
1122,1325,-,-,-,108,69,103,103,943.0,5,2143,-,.---,3537,St. Louis Cardinals,1980
1123,1073,-,-,-,94,60,103,103,922.1,7,1898,-,.---,3031,Kansas City Royals,1980
1124,1094,-,-,-,88,66,108,108,975.0,5,2148,-,.---,3308,Montreal Expos,1980
1125,1196,-,-,-,113,68,106,106,940.2,2,2135,-,.---,3399,Chicago White Sox,1980
1126,1108,-,-,-,99,70,108,108,965.2,3,2163,-,.---,3341,Cincinnati Reds,1980
1127,1221,-,-,-,101,76,110,110,997.0,13,2313,-,.---,3610,Los Angeles Dodgers,1980
1128,1140,-,-,-,106,69,103,103,942.0,7,2057,-,.---,3266,Pittsburgh Pirates,1980
1129,1059,-,-,-,74,67,109,109,993.0,2,2037,-,.---,3163,Oakland Athletics,1980
1130,1259,-,-,-,122,75,110,110,997.1,9,2204,-,.---,3538,Seattle Mariners,1980
1131,1269,-,-,-,120,79,110,110,971.1,6,2167,-,.---,3515,California Angels,1980
1132,1127,-,-,-,91,73,103,103,931.0,8,2042,-,.---,3242,Cleveland Indians,1980
1133,1188,-,-,-,81,79,110,110,990.0,8,2230,-,.---,3497,Houston Astros,1980
1134,1238,-,-,-,103,80,110,110,979.2,3,2155,-,.---,3473,Minnesota Twins,1980
1135,1337,-,-,-,117,86,110,110,1002.0,5,2234,-,.---,3657,San Diego Padres,1980
1136,1217,-,-,-,108,83,108,108,987.1,9,2201,-,.---,3501,Boston Red Sox,1980
1137,1283,-,-,-,102,88,111,111,1009.1,7,2285,-,.---,3656,San Francisco Giants,1980
1138,1255,-,-,-,93,86,107,107,968.0,10,2177,-,.---,3518,Atlanta Braves,1980
1139,1270,-,-,-,103,94,106,106,956.2,6,2202,-,.---,3566,Chicago Cubs,1980
1140,1145,-,-,-,102,90,106,106,953.1,4,2049,-,.---,3284,Toronto Blue Jays,1980
1141,1169,-,-,-,89,105,105,105,926.1,5,2051,-,.---,3325,New York Mets,1980
1142,1679,-,-,-,143,80,160,160,1428.0,10,3141,-,.---,4900,Cleveland Indians,1979
1143,1791,-,-,-,178,85,162,162,1460.0,11,3226,-,.---,5102,Baltimore Orioles,1979
1144,1706,-,-,-,144,91,163,163,1459.1,12,3223,-,.---,5020,Cincinnati Reds,1979
1145,1958,-,-,-,157,108,163,163,1466.1,6,3326,-,.---,5392,San Diego Padres,1979
1146,1789,-,-,-,149,105,163,163,1472.2,12,3324,-,.---,5218,Los Angeles Dodgers,1979
1147,1961,-,-,-,192,109,161,161,1451.0,8,3265,-,.---,5335,Minnesota Twins,1979
1148,1822,-,-,-,160,107,162,162,1464.1,16,3266,-,.---,5195,New York Yankees,1979
1149,1921,-,-,-,174,110,162,162,1447.0,12,3225,-,.---,5256,St. Louis Cardinals,1979
1150,1913,-,-,-,136,115,162,162,1480.0,8,3349,-,.---,5377,Philadelphia Phillies,1979
1151,1882,-,-,-,206,113,162,162,1466.0,8,3256,-,.---,5251,Toronto Blue Jays,1979
1152,1763,-,-,-,165,111,163,163,1467.1,26,3244,-,.---,5118,Detroit Tigers,1979
1153,1743,-,-,-,126,114,162,162,1456.2,7,3297,-,.---,5154,Montreal Expos,1979
1154,1738,-,-,-,145,116,163,163,1482.2,24,3345,-,.---,5199,Houston Astros,1979
1155,1774,-,-,-,154,115,162,162,1458.1,6,3228,-,.---,5117,Pittsburgh Pirates,1979
1156,1896,-,-,-,189,120,163,163,1457.1,13,3275,-,.---,5291,Seattle Mariners,1979
1157,1583,-,-,-,115,108,162,162,1471.2,9,3065,-,.---,4756,Oakland Athletics,1979
1158,1772,-,-,-,169,120,163,163,1451.2,21,3343,-,.---,5235,Texas Rangers,1979
1159,1530,-,-,-,144,107,160,160,1428.1,10,3015,-,.---,4652,California Angels,1979
1160,1789,-,-,-,150,116,162,162,1459.1,15,3109,-,.---,5014,Kansas City Royals,1979
1161,1850,-,-,-,189,122,162,162,1450.0,6,3120,-,.---,5092,Milwaukee Brewers,1979
1162,1984,-,-,-,149,138,162,162,1479.0,12,3468,-,.---,5590,Chicago Cubs,1979
1163,1927,-,-,-,156,132,161,161,1428.0,14,3285,-,.---,5344,Atlanta Braves,1979
1164,1791,-,-,-,124,131,161,161,1448.1,7,3261,-,.---,5183,San Francisco Giants,1979
1165,1890,-,-,-,206,133,160,160,1441.1,6,3236,-,.---,5259,Boston Red Sox,1979
1166,1893,-,-,-,162,136,162,162,1435.1,13,3239,-,.---,5268,Chicago White Sox,1979
1167,1633,-,-,-,132,133,162,162,1451.1,2,3210,-,.---,4976,New York Mets,1979
1168,1763,-,-,-,148,85,163,163,1441.1,5,3160,-,.---,5008,Philadelphia Phillies,1978
1169,1714,-,-,-,163,96,163,163,1493.1,10,3297,-,.---,5107,Pittsburgh Pirates,1978
1170,1930,-,-,-,183,99,160,160,1432.1,15,3198,-,.---,5227,New York Yankees,1978
1171,1965,-,-,-,203,109,162,162,1444.1,5,3260,-,.---,5334,Minnesota Twins,1978
1172,1736,-,-,-,184,104,161,160,1423.1,24,3226,-,.---,5066,Detroit Tigers,1978
1173,1884,-,-,-,166,110,163,163,1486.2,16,3350,-,.---,5344,St. Louis Cardinals,1978
1174,1631,-,-,-,123,102,162,162,1444.0,21,3193,-,.---,4926,Los Angeles Dodgers,1978
1175,1734,-,-,-,161,105,159,159,1434.1,10,3198,-,.---,5037,Baltimore Orioles,1978
1176,1698,-,-,-,152,107,161,161,1440.1,9,3227,-,.---,5032,Cincinnati Reds,1978
1177,1881,-,-,-,153,109,161,161,1439.2,10,3136,-,.---,5126,Milwaukee Brewers,1978
1178,1901,-,-,-,154,113,161,161,1453.0,12,3281,-,.---,5295,San Diego Padres,1978
